SECTNO,CFRSubject,Original_sentence,Matched_Label,Matched_Text
22.406-6,Payrolls and statements.,Questions concerning release of this information may involve the Freedom of Information Act (FOIA).,permissions_noun_pron_deontic_verb,information may involve
22.406-7,Compliance checking.,"Situations that may require special compliance checks include— (1) Inconsistencies, errors, or omissions detected during regular compliance checks; or (2) Receipt of a complaint alleging violations.",permissions_noun_pron_deontic_verb,that may require
22.406-8,Investigations.,"However, if the investigation establishes a pattern of possible violations that are based on employees' statements that are not authorized for disclosure, the pattern itself may support a finding of noncompliance.",permissions_noun_pron_deontic_verb,itself may support
22.406-8,Investigations.,The contractor may rebut the findings in writing within 60 days after it receives a copy of the preliminary findings.,permissions_noun_pron_deontic_verb,contractor may rebut
22.406-10,Disposition of disputes concerning construction contract labor standards enforcement.,(2) The contractor may appeal the contracting officer's findings or part thereof by furnishing the contracting officer a complete statement of the reasons for the disagreement with the findings.,permissions_noun_pron_deontic_verb,contractor may appeal
22.406-10,Disposition of disputes concerning construction contract labor standards enforcement.,"(d) The contracting officer shall promptly transmit the contracting officer's findings and the contractor's statement to the Administrator, Wage and Hour Division.",obligations_noun_pron_deontic_adv_verb,officer shall promptly transmit
22.406-10,Disposition of disputes concerning construction contract labor standards enforcement.,The contractor or subcontractor may appeal the Administrator's findings in accordance with the procedures outlined in Labor Department Regulations (29 CFR 5.11).,permissions_noun_pron_deontic_verb,subcontractor may appeal
22.406-13,Semiannual enforcement reports.,The reports shall only contain information as to the enforcement actions of the contracting agency and shall be prepared as prescribed in Department of Labor memoranda and submitted to the Department of Labor within 30 days after the end of the reporting period.,obligations_noun_pron_deontic_adv_verb,reports shall only contain
22.407,Solicitation provision and contract clauses.,(c) A contract that is not primarily for construction may contain a requirement for some construction work to be performed in the United States.,permissions_noun_pron_deontic_verb,construction may contain
22.407,Solicitation provision and contract clauses.,"(d) [Reserved] (e) Insert the clause at 52.222-30, Construction Wage Rate Requirements—Price Adjustment (None or Separately Specified Pricing Method), in solicitations and contracts if the contract is expected to be— (1) A fixed-price contract subject to the Construction Wage Rate Requirements statute that will contain option provisions by which the contracting officer may extend the term of the contract, and the contracting officer determines the most appropriate contract price adjustment method is the method at 22.404-12(c)(1) or (2); or (2) A cost-reimbursable type contract subject to the Construction Wage Rate Requirements statute that will contain option provisions by which the contracting officer may extend the term of the contract.",permissions_noun_pron_deontic_verb,officer may extend
